id,Y,ChoiceSet,alti,task,Wetland,Payment,Covercrop,NuMgt,income,areaf,dem_2018,unemploy,taxcost,crp2018,implakes,income_6,income_3,income_1,income_4,income_2,income_NA,income_5,income_7,areaf_3,areaf_1,areaf_2,areaf_4,areaf_NA,areaf_5,dfl08to18,dflmean,INCOMB23
6967500969,1,2,1,1,1,600,1,1,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,0,2,2,1,0,0,0,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,1,2,1,2,0,50,1,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,0,2,2,2,0,0,0,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,0,2,1,3,1,650,0,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,1,2,2,3,0,0,0,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,0,2,1,4,0,25,0,1,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,1,2,2,4,0,0,0,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,1,2,1,5,1,500,1,1,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,0,2,2,5,0,0,0,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,0,2,1,6,0,450,0,1,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,1,2,2,6,0,0,0,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,1,2,1,7,0,150,1,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,0,2,2,7,0,0,0,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,0,2,1,8,1,200,0,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6967500969,1,2,2,8,0,0,0,0,6,3,0,3.9,428,202,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,0
6966018516,1,2,1,1,1,600,1,1,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,0,2,2,1,0,0,0,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,1,2,1,2,0,50,1,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,0,2,2,2,0,0,0,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,0,2,1,3,1,650,0,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,1,2,2,3,0,0,0,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,0,2,1,4,0,25,0,1,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,1,2,2,4,0,0,0,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,1,2,1,5,1,500,1,1,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,0,2,2,5,0,0,0,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,1,2,1,6,0,450,0,1,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,0,2,2,6,0,0,0,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,1,2,1,7,0,150,1,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,0,2,2,7,0,0,0,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,0,2,1,8,1,200,0,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6966018516,1,2,2,8,0,0,0,0,3,1,1,4.7,459,219,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.537740966,0.507963557,1
6954002510,1,2,1,1,1,600,1,1,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,0,2,2,1,0,0,0,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,1,2,1,2,0,50,1,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,0,2,2,2,0,0,0,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,0,2,1,3,1,650,0,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,1,2,2,3,0,0,0,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,1,2,1,4,0,25,0,1,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,0,2,2,4,0,0,0,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,0,2,1,5,1,500,1,1,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,1,2,2,5,0,0,0,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,1,2,1,6,0,450,0,1,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,0,2,2,6,0,0,0,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,1,2,1,7,0,150,1,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,0,2,2,7,0,0,0,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,1,2,1,8,1,200,0,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954002510,0,2,2,8,0,0,0,0,1,1,1,3.1,860,76,1071,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.666003954,0.627656542,0
6954000142,1,2,1,1,1,600,1,1,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,0,2,2,1,0,0,0,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,0,2,1,2,0,50,1,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,1,2,2,2,0,0,0,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,1,2,1,3,1,650,0,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,0,2,2,3,0,0,0,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,1,2,1,4,0,25,0,1,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,0,2,2,4,0,0,0,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,1,2,1,5,1,500,1,1,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,0,2,2,5,0,0,0,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,0,2,1,6,0,450,0,1,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,1,2,2,6,0,0,0,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,1,2,1,7,0,150,1,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,0,2,2,7,0,0,0,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,0,2,1,8,1,200,0,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6954000142,1,2,2,8,0,0,0,0,6,1,1,4.5,417,213,700,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.547407449,0.516861187,0
6952091365,1,2,1,1,1,600,1,1,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,0,2,2,1,0,0,0,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,1,2,1,2,0,50,1,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,0,2,2,2,0,0,0,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,1,2,1,3,1,650,0,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,0,2,2,3,0,0,0,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,1,2,1,4,0,25,0,1,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,0,2,2,4,0,0,0,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,1,2,1,5,1,500,1,1,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,0,2,2,5,0,0,0,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,1,2,1,6,0,450,0,1,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,0,2,2,6,0,0,0,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,1,2,1,7,0,150,1,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,0,2,2,7,0,0,0,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,1,2,1,8,1,200,0,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6952091365,0,2,2,8,0,0,0,0,4,2,1,3.6,425,183,977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.548234289,0.523649458,0
6950969532,0,2,1,1,1,600,1,1,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,1,2,2,1,0,0,0,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,0,2,1,2,0,50,1,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,1,2,2,2,0,0,0,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,0,2,1,3,1,650,0,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,1,2,2,3,0,0,0,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,0,2,1,4,0,25,0,1,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,1,2,2,4,0,0,0,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,0,2,1,5,1,500,1,1,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,1,2,2,5,0,0,0,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,0,2,1,6,0,450,0,1,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,1,2,2,6,0,0,0,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,0,2,1,7,0,150,1,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,1,2,2,7,0,0,0,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,0,2,1,8,1,200,0,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950969532,1,2,2,8,0,0,0,0,3,2,0,3.8,394,197,2004,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.473061071,0.446461497,1
6950966877,0,2,1,1,1,600,1,1,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,1,2,2,1,0,0,0,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,1,2,1,2,0,50,1,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,0,2,2,2,0,0,0,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,1,2,1,3,1,650,0,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,0,2,2,3,0,0,0,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,1,2,1,4,0,25,0,1,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,0,2,2,4,0,0,0,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,1,2,1,5,1,500,1,1,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,0,2,2,5,0,0,0,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,1,2,1,6,0,450,0,1,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,0,2,2,6,0,0,0,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,1,2,1,7,0,150,1,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,0,2,2,7,0,0,0,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,1,2,1,8,1,200,0,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950966877,0,2,2,8,0,0,0,0,4,2,1,4.5,417,213,700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.547407449,0.516861187,0
6950963846,1,2,1,1,1,600,1,1,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,0,2,2,1,0,0,0,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,1,2,1,2,0,50,1,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,0,2,2,2,0,0,0,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,1,2,1,3,1,650,0,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,0,2,2,3,0,0,0,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,1,2,1,4,0,25,0,1,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,0,2,2,4,0,0,0,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,1,2,1,5,1,500,1,1,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,0,2,2,5,0,0,0,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,1,2,1,6,0,450,0,1,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,0,2,2,6,0,0,0,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,1,2,1,7,0,150,1,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,0,2,2,7,0,0,0,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,1,2,1,8,1,200,0,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6950963846,0,2,2,8,0,0,0,0,2,1,1,3,478,232,5253,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597152583,0.573103888,1
6949522020,NA,2,1,1,1,600,1,1,NA,4,0,6.1,415,202,1242,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.487624918,0.461972609,0
6949522020,NA,2,2,1,0,0,0,0,NA,4,0,6.1,415,202,1242,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.487624918,0.461972609,0
