"id","Y","cset","task","alti","wld","cc","nm","pay","crent","votea","voteb","tax","lake","stream","gender","age","edu","area","income","incomef","county"
6954002510,1,2,1,1,1,1,1,600,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,0,2,1,2,0,0,0,0,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,1,2,2,1,0,1,0,50,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,0,2,2,2,0,0,0,0,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,0,2,3,1,1,0,0,650,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,1,2,3,2,0,0,0,0,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,1,2,4,1,0,0,1,25,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,0,2,4,2,0,0,0,0,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,0,2,5,1,1,1,1,500,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,1,2,5,2,0,0,0,0,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,1,2,6,1,0,0,1,450,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,0,2,6,2,0,0,0,0,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,1,2,7,1,0,1,0,150,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,0,2,7,2,0,0,0,0,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,1,2,8,1,1,0,0,200,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954002510,0,2,8,2,0,0,0,0,76,1,1,860,16,16,1,4,1,1,1,1,"Hennepin"
6954000142,1,2,1,1,1,1,1,600,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,0,2,1,2,0,0,0,0,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,0,2,2,1,0,1,0,50,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,1,2,2,2,0,0,0,0,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,1,2,3,1,1,0,0,650,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,0,2,3,2,0,0,0,0,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,1,2,4,1,0,0,1,25,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,0,2,4,2,0,0,0,0,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,1,2,5,1,1,1,1,500,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,0,2,5,2,0,0,0,0,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,0,2,6,1,0,0,1,450,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,1,2,6,2,0,0,0,0,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,1,2,7,1,0,1,0,150,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,0,2,7,2,0,0,0,0,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,0,2,8,1,1,0,0,200,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6954000142,1,2,8,2,0,0,0,0,215,0,1,417,3,3,1,3,1,1,6,5,"Watonwan"
6952091365,1,2,1,1,1,1,1,600,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,0,2,1,2,0,0,0,0,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,1,2,2,1,0,1,0,50,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,0,2,2,2,0,0,0,0,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,1,2,3,1,1,0,0,650,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,0,2,3,2,0,0,0,0,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,1,2,4,1,0,0,1,25,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,0,2,4,2,0,0,0,0,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,1,2,5,1,1,1,1,500,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,0,2,5,2,0,0,0,0,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,1,2,6,1,0,0,1,450,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,0,2,6,2,0,0,0,0,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,1,2,7,1,0,1,0,150,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,0,2,7,2,0,0,0,0,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,1,2,8,1,1,0,0,200,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6952091365,0,2,8,2,0,0,0,0,183,0,1,425,3,3,1,2,2,2,4,2,"Yellow Medicine"
6950969532,0,2,1,1,1,1,1,600,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,1,2,1,2,0,0,0,0,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,0,2,2,1,0,1,0,50,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,1,2,2,2,0,0,0,0,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,0,2,3,1,1,0,0,650,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,1,2,3,2,0,0,0,0,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,0,2,4,1,0,0,1,25,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,1,2,4,2,0,0,0,0,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,0,2,5,1,1,1,1,500,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,1,2,5,2,0,0,0,0,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,0,2,6,1,0,0,1,450,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,1,2,6,2,0,0,0,0,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,0,2,7,1,0,1,0,150,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,1,2,7,2,0,0,0,0,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,0,2,8,1,1,0,0,200,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950969532,1,2,8,2,0,0,0,0,207,0,0,394,2,2,1,3,2,2,3,3,"Brown"
6950966877,0,2,1,1,1,1,1,600,215,0,1,417,3,3,1,3,3,2,4,4,"Watonwan"
6950966877,1,2,1,2,0,0,0,0,215,0,1,417,3,3,1,3,3,2,4,4,"Watonwan"
6950966877,1,2,2,1,0,1,0,50,215,0,1,417,3,3,1,3,3,2,4,4,"Watonwan"
6950966877,0,2,2,2,0,0,0,0,215,0,1,417,3,3,1,3,3,2,4,4,"Watonwan"
6950966877,1,2,3,1,1,0,0,650,215,0,1,417,3,3,1,3,3,2,4,4,"Watonwan"
6950966877,0,2,3,2,0,0,0,0,215,0,1,417,3,3,1,3,3,2,4,4,"Watonwan"
6950966877,1,2,4,1,0,0,1,25,215,0,1,417,3,3,1,3,3,2,4,4,"Watonwan"
6950966877,0,2,4,2,0,0,0,0,215,0,1,417,3,3,1,3,3,2,4,4,"Watonwan"
