"id","Y","ChoiceSet","alti","task","Wetland","Payment","Covercrop","NuMgt","income","areaf","demPrez16","dem_2018","unemploy","costlive","hrwage","taxcost","cashrent","landvalu","impstrea","implakes","impwetl","imptotal","childcar","foodcost","healthc","housecos","othercos","income_1","income_6","income_4","income_3","income_2","income_NA","income_5","income_7","areaf_1","areaf_2","areaf_4","areaf_3","areaf_NA","areaf_5"
6954002510,1,2,1,1,1,600,1,1,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6954002510,0,2,2,1,0,0,0,0,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6954002510,1,2,1,2,0,50,1,0,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6954002510,0,2,2,2,0,0,0,0,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6954002510,0,2,1,3,1,650,0,0,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6954002510,1,2,2,3,0,0,0,0,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6954002510,1,2,1,4,0,25,0,1,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6954002510,0,2,2,4,0,0,0,0,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6954002510,0,2,1,5,1,500,1,1,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6954002510,1,2,2,5,0,0,0,0,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6954002510,1,2,1,6,0,450,0,1,1,1,1,1,3.1,64137,20.56,860,76,18090,31.3,1071,0,22,707,784,486,1113,555,1,0,0,0,0,0,0,0,1,0,0,0,0,0
