"id","aware","past","appreciate","resp","concern","stewardship","valueconservation","goodpractice","landcost"
6967500969,-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,0.937904780126361,0.235280857826325,0.113642841406169,-0.240762766180282,-0.114364273220494
6966018516,-0.249872655858451,0.218860796898411,-0.154588384075506,0.0430828466116051,-1.22231073212266,0.218877542952514,0.0547735301301335,-0.219717854570327,0.717133758744474
6954002510,-0.30903357044496,-0.725915149655524,-0.235558600221277,-0.0737864061458599,0.923862922701974,-0.165805886822405,-0.00325059089538458,-0.0954346270098301,0.937837850051247
6954000142,-0.252322751505304,0.227540887354783,-0.208272521772267,-0.0849347041709959,0.477313448698811,0.228951410915832,0.532850278975897,0.488504019315822,-0.0727573387958085
6952091365,-0.307019394158646,0.172243311465837,-0.0917972794038498,-0.148537999255325,-1.46543480602146,-0.0913232103677424,-0.11933643461986,-0.727247302418262,0.241761287189621
6950969532,-0.212033955507561,0.207731560517342,-0.0508014885847387,0.213601755944855,0.0981412085691585,-0.14505917057836,0.00834467073279254,0.103826030535915,0.301158333716821
6950966877,-0.282397784341272,0.242390001304313,-0.131463679432305,-0.148892734002472,0.62373174670482,0.0391520411631124,0.102014975703199,0.584362328059642,-0.608286086566352
6950963846,-0.220873619173925,-0.315826959691287,0.221770038302072,-0.142315131343478,0.954083844326926,-0.204457634957774,0.167104347034782,0.51091403050023,-0.700507885243397
6949522020,-0.301740293189875,0.248974888071882,0.174453417752275,-0.0801136945102878,-1.6105841863098,0.227666841602838,-0.676943984431306,-1.94295180747628,1.12401694735794
6949520595,-0.273844517245157,0.239567638348835,0.334038356935443,-0.0774722427378655,-1.32554640630316,-0.327957533827682,-0.278129976089014,-0.548825101195014,-0.304309150820762
6949519165,-0.308226713195415,-0.0318567047009383,-0.216938824417375,-0.0682826029071679,-0.266609189499231,-0.187288575770161,-0.000293046352529848,0.10840749108474,-0.0283903587057634
6949517026,-0.304178122788856,-0.688225270499534,-0.107670860711204,0.148201548758731,0.24193157689736,-0.580645410871612,-0.0283939682697801,0.0552416966836195,-0.156175239389546
6949515466,-0.304021202762212,-0.685684001230465,-0.00934236423389376,0.0285955394129583,0.723155261588866,-0.36506574256244,0.347249326830986,0.818070149460203,-0.474317528836086
6949513982,-0.0575160828182497,-0.0017675994894319,0.146499886655114,0.218637806101481,0.957836260676424,-0.149445968591919,0.46662109212409,0.812220257885184,-0.636204555934837
6949512250,0.208591145115845,0.250863765285095,0.25345499246962,0.113059303432397,1.79032246013298,-0.0781675977953178,0.0961362638671825,0.399260245322085,-0.433207402235379
6949510004,-0.304927255466134,0.197509897021424,0.032755032755544,-0.146766894199788,-0.20554911237678,0.31080285741399,0.0955666899757109,-0.185666830472299,0.281737159331751
6949508507,-0.109839810157475,0.209941430290145,0.0202442026423184,0.0473430191423747,0.502298390434788,-0.17363423549035,-0.00142527844479696,-0.0496380518646471,0.214103461680556
6949506509,-0.250667837023897,0.171790446830936,-0.106996865533122,-0.0833910082178534,-0.145309051800168,0.0895647375350199,0.00219147501051101,-0.0841179911374523,0.278221105420088
6949504595,-0.139539581587597,0.231161998642359,-0.0498537108447088,-0.0641462282070184,-0.324132250344511,-0.234295772348658,-0.0392702884132977,-0.166511381533222,0.137172015469794
6949502871,-0.0980470339333264,0.181795712887342,0.339153740697345,-0.035893503622189,0.724402830150797,0.27573573591254,0.156265241108083,0.160111587655343,0.101523948780946
6949501136,-0.19020502122364,0.181575484592249,-0.106472935544704,-0.147300400626825,-0.831712498994017,-0.357835415805542,-0.452356690122206,-1.3667672409027,-0.0780276592802228
6949498386,0.323974581038631,0.212458632197905,0.12128221048659,0.158093920245173,-0.529387904842897,-0.497604096241247,0.058132697172284,0.911048782432613,-0.0278147358332552
6949496064,-0.202643510738116,-0.725647620838628,-0.231325777001911,-0.0833418588465673,1.02279787444192,0.0779989226428039,0.607300385604385,1.11461800315996,-0.351197734970829
6949493789,-0.281818204449939,0.181719969505976,-0.0944996600241204,-0.14827456747401,0.129529458627525,0.474943545736993,-0.110359504849809,-0.583066212405655,0.551140590003207
